date,corona,capsule,machine,homecafe
2019-06-01,0.01025,14.90587,25.93181,20.27842
2019-06-02,0.00866,19.05493,27.9486,24.03712
2019-06-03,0.01057,19.74644,33.60913,22.36658
2019-06-04,0.01029,21.78255,31.58439,21.48491
2019-06-05,0.0097,18.24817,27.79346,28.63109
2019-06-06,0.00872,19.13177,28.23899,27.33178
2019-06-07,0.00962,18.40184,28.02816,23.57308
2019-06-08,0.01033,15.8663,24.14972,23.8515
2019-06-09,0.00884,18.93968,27.35192,25.0116
2019-06-10,0.01065,18.93968,32.3004,24.87238
2019-06-11,0.00935,19.32385,29.97334,23.52668
2019-06-12,0.01082,18.74759,31.35367,22.5058
2019-06-13,0.00974,16.59623,26.86264,20.18561
2019-06-14,0.01088,17.28774,25.25955,21.71693
2019-06-15,0.01021,16.36573,23.27061,21.80974
2019-06-16,0.01178,26.54629,27.31214,28.25986
2019-06-17,0.01063,25.43219,32.10549,23.8515
2019-06-18,0.01163,23.43449,30.91212,23.24825
2019-06-19,0.00986,21.59047,28.17136,20.78886
2019-06-20,0.01086,19.24702,27.84915,22.83062
2019-06-21,0.01037,18.36342,27.07347,20.97447
2019-06-22,0.01226,16.86515,22.3915,20.83526
2019-06-23,0.01141,20.0922,26.28982,24.03712
2019-06-24,0.01061,20.78371,30.58594,22.04176
2019-06-25,0.01149,20.39953,29.09025,21.20649
2019-06-26,0.01094,19.66961,28.68849,23.99071
2019-06-27,0.01074,18.13292,26.54441,23.8051
2019-06-28,0.01045,16.59623,24.58729,22.08816
2019-06-29,0.01273,17.28774,24.48784,21.39211
2019-06-30,0.01098,21.39838,27.35192,26.58932
2019-07-01,0.01229,19.2086,32.52317,25.98607
2019-07-02,0.01131,18.90126,30.07677,22.92343
2019-07-03,0.01324,19.2086,28.25092,23.57308
2019-07-04,0.01198,18.28659,26.95413,20.32482
2019-07-05,0.01131,16.82673,24.03834,19.76798
2019-07-06,0.0108,17.51824,21.13449,22.18097
2019-07-07,0.01137,19.09335,25.80054,30.90487
2019-07-08,0.01112,20.16903,30.15235,27.14617
2019-07-09,0.01161,20.51479,33.25907,24.03712
2019-07-10,0.01041,19.36227,28.44584,24.08352
2019-07-11,0.01002,19.86169,28.78396,20.83526
2019-07-12,0.0107,16.71148,24.0463,19.72157
2019-07-13,0.00951,17.09565,21.66752,18.56148
2019-07-14,0.00904,17.59508,24.99303,25.70765
2019-07-15,0.00945,18.82443,29.97334,25.93967
2019-07-16,0.00996,21.16788,28.78793,24.31554
2019-07-17,0.01137,18.47867,27.13711,23.8051
2019-07-18,0.00974,19.51594,26.57623,21.99535
2019-07-19,0.00937,17.21091,22.94442,18.93271
2019-07-20,0.01112,17.05724,22.60233,25.15081
2019-07-21,0.00931,19.09335,25.09646,27.65661
2019-07-22,0.01,17.71033,26.63192,25.15081
2019-07-23,0.01002,17.40299,26.72739,23.15545
2019-07-24,0.01063,20.97579,26.71148,22.36658
2019-07-25,0.01151,18.90126,24.59525,23.89791
2019-07-26,0.01021,16.82673,21.81868,20.27842
2019-07-27,0.01006,18.36342,23.01205,18.8399
2019-07-28,0.00906,21.62888,28.64075,24.36194
2019-07-29,0.01029,19.51594,28.99478,22.83062
2019-07-30,0.00929,22.24356,26.91833,23.34106
2019-07-31,0.00986,23.28082,27.45932,20.78886
2019-08-01,0.01023,22.28198,26.38927,19.90719
2019-08-02,0.01015,17.90242,23.04785,20.18561
2019-08-03,0.00982,15.78947,21.58001,17.03016
2019-08-04,0.00955,20.3227,23.48542,26.17169
2019-08-05,0.01108,22.93507,28.02418,20.51044
2019-08-06,0.00964,23.54975,30.12052,22.22737
2019-08-07,0.00986,22.28198,28.50948,20.18561
2019-08-08,0.00966,20.43795,25.9159,19.76798
2019-08-09,0.00964,17.90242,23.37801,20.27842
2019-08-10,0.01055,17.51824,21.88631,19.21113
2019-08-11,0.00962,17.47983,24.77027,23.48027
2019-08-12,0.00972,21.97464,31.21046,23.20185
2019-08-13,0.01059,20.70687,27.93269,22.36658
2019-08-14,0.01045,19.13177,25.95966,21.43851
2019-08-15,0.01112,22.20514,26.99789,23.38747
2019-08-16,0.00945,19.82328,27.09336,21.02088
2019-08-17,0.01002,19.51594,25.36298,21.2529
2019-08-18,0.01057,21.51363,25.60563,23.48027
2019-08-19,0.00988,22.5509,29.86196,21.90255
2019-08-20,0.01025,20.74529,28.33048,23.71229
2019-08-21,0.00915,20.82212,26.53645,21.90255
2019-08-22,0.00943,20.78371,24.96121,18.65429
2019-08-23,0.0088,17.90242,23.45359,19.86078
2019-08-24,0.00906,16.59623,19.77405,17.91183
2019-08-25,0.0087,19.01651,23.44962,21.62412
2019-08-26,0.00917,19.40069,28.23899,22.27378
2019-08-27,0.00898,20.05378,28.68451,21.57772
2019-08-28,0.00821,22.5509,31.44118,21.71693
2019-08-29,0.00748,21.4368,39.09861,21.11368
2019-08-30,0.00884,19.01651,32.8772,19.44315
2019-08-31,0.00847,17.78716,28.31854,14.98839
2019-09-01,0.00858,21.12946,33.21532,23.61948
2019-09-02,0.00917,20.89896,37.82171,19.62877
2019-09-03,0.00827,23.58816,35.23608,20.83526
2019-09-04,0.00843,21.55205,34.6394,21.85614
2019-09-05,0.00845,22.7814,34.83432,18.60788
2019-09-06,0.0079,18.90126,30.23191,16.65893
2019-09-07,0.00713,20.86054,32.67035,21.2529
2019-09-08,0.0376,20.82212,34.09841,24.87238
2019-09-09,0.01006,21.6673,35.22415,20.32482
2019-09-10,0.00835,19.51594,29.6392,19.62877
2019-09-11,0.00776,15.4053,24.50375,18.14385
2019-09-12,0.0076,17.24932,22.36763,15.82366
2019-09-13,0.00896,20.66845,22.3915,14.29234
2019-09-14,0.01818,21.24471,28.00031,18.97911
2019-09-15,0.0089,23.47291,33.17554,22.69141
2019-09-16,0.00972,26.08528,39.93794,25.38283
2019-09-17,0.00919,20.5532,36.01177,22.22737
2019-09-18,0.01039,21.93622,33.93134,22.96983
2019-09-19,0.01037,22.24356,30.96384,20.69605
2019-09-20,0.01261,17.09565,26.71943,18.23665
2019-09-21,0.00955,18.28659,25.538,19.62877
2019-09-22,0.00847,23.43449,31.40936,25.70765
2019-09-23,0.00904,20.3227,31.34969,22.36658
2019-09-24,0.00823,20.74529,29.12605,19.67517
2019-09-25,0.00801,18.78601,28.75611,29.09512
2019-09-26,0.00764,19.2086,26.67966,22.92343
2019-09-27,0.00915,19.09335,24.63105,22.87703
2019-09-28,0.00858,17.74875,22.6978,18.60788
2019-09-29,0.00858,19.40069,25.76474,26.03248
2019-09-30,0.0088,23.8955,35.18039,24.50116
2019-10-01,0.00786,22.66615,36.13906,21.48491
2019-10-02,0.00788,21.51363,34.02283,22.5058
2019-10-03,0.00951,20.59162,32.13731,21.62412
2019-10-04,0.00931,19.24702,30.74107,22.13457
2019-10-05,0.0088,21.47522,28.32252,22.32018
2019-10-06,0.0078,21.47522,31.07919,23.20185
2019-10-07,0.0089,21.70572,34.95365,23.99071
2019-10-08,0.01068,22.05147,30.83257,22.5522
2019-10-09,0.00872,22.24356,29.3687,21.76334
2019-10-10,0.00856,19.36227,31.03146,20.83526
2019-10-11,0.0086,17.09565,26.24209,19.16473
2019-10-12,0.00782,17.82558,23.93094,19.86078
2019-10-13,0.00727,20.63004,27.35987,24.31554
2019-10-14,0.00864,21.12946,30.57003,23.24825
2019-10-15,0.00827,19.40069,30.17224,21.39211
2019-10-16,0.00821,25.66269,33.21134,20.88167
2019-10-17,0.0076,21.32155,33.56935,19.53596
2019-10-18,0.00884,20.24587,26.81888,19.76798
2019-10-19,0.00839,21.16788,26.60805,17.03016
2019-10-20,0.00807,24.66384,29.63522,25.75406
2019-10-21,0.00888,24.89435,33.50968,24.59396
2019-10-22,0.00819,22.05147,31.16273,24.82598
2019-10-23,0.00815,24.93276,35.17244,24.91879
2019-10-24,0.00919,21.39838,28.72827,19.62877
2019-10-25,0.00915,20.66845,24.34464,18.51508
2019-10-26,0.00851,18.90126,23.13934,18.09744
2019-10-27,0.0075,22.35881,27.14507,22.64501
2019-10-28,0.0076,27.35305,34.73487,26.07888
2019-10-29,0.00788,23.78025,39.97374,22.5058
2019-10-30,0.00823,23.54975,33.65288,18.70069
2019-10-31,0.00754,20.86054,30.86837,19.67517
2019-11-01,0.00717,23.54975,32.86129,21.3457
2019-11-02,0.00721,19.2086,29.9813,20.0464
2019-11-03,0.00833,28.88974,35.46282,24.12993
2019-11-04,0.00813,25.43219,35.45089,25.70765
2019-11-05,0.00784,23.24241,33.00449,22.87703
2019-11-06,0.00829,26.66154,33.68869,23.89791
2019-11-07,0.00784,26.43104,32.6067,24.26914
2019-11-08,0.00699,20.74529,29.16981,18.46867
2019-11-09,0.00719,26.23895,29.14992,18.88631
2019-11-10,0.00717,28.31348,33.24714,24.59396
2019-11-11,0.00788,24.08759,36.509,24.59396
2019-11-12,0.00835,26.16212,37.47563,23.29466
2019-11-13,0.00758,25.81636,34.03476,22.13457
2019-11-14,0.0077,24.43334,31.8151,21.76334
2019-11-15,0.00933,22.58932,31.84295,20.18561
2019-11-16,0.00923,21.24471,28.55722,20.27842
2019-11-17,0.00868,28.92815,34.52802,28.02784
2019-11-18,0.00854,27.42988,36.46525,24.73317
2019-11-19,0.00735,24.16442,33.56537,21.53132
2019-11-20,0.00823,25.04802,36.40558,21.94895
2019-11-21,0.00937,24.47176,40.51871,20.27842
2019-11-22,0.00819,20.93737,29.21357,18.05104
2019-11-23,0.0086,23.47291,27.11722,18.00464
2019-11-24,0.00676,25.0096,31.30991,27.6102
2019-11-25,0.00725,28.23665,36.13508,26.68213
2019-11-26,0.00786,25.20169,34.72691,25.0116
2019-11-27,0.00668,25.47061,38.70877,24.68677
2019-11-28,0.00745,26.69996,33.96316,23.15545
2019-11-29,0.00688,23.12716,31.46505,16.89095
2019-11-30,0.00674,21.62888,30.36715,20.0464
2019-12-01,0.00725,28.69765,39.43275,26.96055
2019-12-02,0.00772,26.66154,39.55606,25.15081
2019-12-03,0.00715,25.12485,36.19873,22.45939
2019-12-04,0.00697,26.23895,35.24006,23.99071
2019-12-05,0.00772,24.27967,35.6458,21.39211
2019-12-06,0.0078,24.16442,34.40073,22.69141
2019-12-07,0.00782,22.85824,30.36318,24.36194
2019-12-08,0.00737,28.08298,34.73487,29.93039
2019-12-09,0.00868,27.16096,36.75166,24.68677
2019-12-10,0.00876,24.62543,35.29575,25.89327
2019-12-11,0.0079,27.2378,35.52249,23.43387
2019-12-12,0.00735,25.62427,34.73089,22.41299
2019-12-13,0.00731,22.05147,29.86992,19.39675
2019-12-14,0.00721,22.28198,30.18815,19.58236
2019-12-15,0.00703,26.20053,34.26548,26.03248
2019-12-16,0.00733,24.43334,36.62834,22.32018
2019-12-17,0.00741,25.04802,38.49397,20.92807
2019-12-18,0.00713,28.31348,36.33,22.41299
2019-12-19,0.00587,23.8955,32.4635,20.64965
2019-12-20,0.00752,21.51363,29.69091,18.00464
2019-12-21,0.00735,21.2063,29.45224,17.67981
2019-12-22,0.00719,30.00384,35.57022,20.78886
2019-12-23,0.00692,24.58701,36.04359,21.80974
2019-12-24,0.00786,20.36112,31.41334,16.61252
2019-12-25,0.00709,29.15866,34.23763,18.8399
2019-12-26,0.00815,26.27737,35.47476,19.21113
2019-12-27,0.00754,24.01075,33.12383,20.83526
2019-12-28,0.00721,27.85247,32.45952,19.72157
2019-12-29,0.00623,33.69189,36.80735,26.21809
2019-12-30,0.00845,26.46945,35.78503,23.15545
2019-12-31,0.00878,25.81636,31.48096,16.65893
2020-01-01,0.00699,33.0388,35.68956,21.62412
2020-01-02,0.00837,31.38686,40.33971,24.68677
2020-01-03,0.00892,29.88859,36.33,20.37122
2020-01-04,0.00982,36.99577,38.18369,22.08816
2020-01-05,0.00723,39.49289,39.09065,24.22273
2020-01-06,0.00803,35.53592,43.1282,25.47563
2020-01-07,0.00819,34.95966,41.366,25.52204
2020-01-08,0.00766,32.92354,38.18767,23.15545
2020-01-09,0.05189,32.23203,37.17729,24.54756
2020-01-10,0.03939,28.00614,31.8509,23.01624
2020-01-11,0.01593,30.46484,32.69024,23.34106
2020-01-12,0.00951,33.61505,38.91562,29.93039
2020-01-13,0.00984,32.11678,41.52114,25.75406
2020-01-14,0.01065,32.57779,40.22037,25.80046
2020-01-15,0.0097,31.61736,37.05,23.8515
2020-01-16,0.01328,29.38916,35.11277,22.83062
2020-01-17,0.01487,28.62082,32.27256,19.58236
2020-01-18,0.00974,30.61851,32.99256,21.99535
2020-01-19,0.00996,35.92009,38.04845,29.00232
2020-01-20,0.06854,28.65923,40.467,26.3573
2020-01-21,0.13684,29.96542,41.6007,22.87703
2020-01-22,0.21613,28.42873,37.96093,24.22273
2020-01-23,0.94802,24.16442,30.49445,19.90719
2020-01-24,1.48423,23.74183,26.21027,19.67517
2020-01-25,1.32177,32.92354,28.13158,17.40139
2020-01-26,2.12683,35.45908,37.43187,20.88167
2020-01-27,2.08668,36.76527,45.29217,30.30162
2020-01-28,2.92982,32.92354,46.402,25.61484
2020-01-29,2.76173,36.34268,44.43693,25.058
2020-01-30,2.9529,30.23434,43.6135,30.30162
2020-01-31,4.50026,27.50672,38.46612,23.89791
2020-02-01,3.12814,40.6454,46.15537,26.12529
2020-02-02,3.34922,55.70495,65.11794,40.64965
2020-02-03,4.34857,46.10065,62.7511,33.59628
2020-02-04,4.14043,45.75489,71.87238,31.78654
2020-02-05,3.76198,40.03073,60.30868,32.25058
2020-02-06,4.73247,39.76181,54.3339,33.08584
2020-02-07,4.26499,47.21475,51.63292,31.04408
2020-02-08,3.4066,54.01459,57.57985,35.77726
2020-02-09,3.06098,100,57.38891,39.44315
2020-02-10,3.65809,67.30695,56.35069,35.91647
2020-02-11,2.85086,47.79101,56.85588,35.68445
2020-02-12,3.02016,46.10065,57.48438,31.92575
2020-02-13,3.72185,40.60699,51.07601,32.85382
2020-02-14,2.81079,36.72685,43.06853,30.58004
2020-02-15,2.17298,40.22281,45.5746,29.23433
2020-02-16,2.24491,50.78755,53.18429,37.91183
2020-02-17,2.6342,45.87014,58.51863,36.56612
2020-02-18,4.72283,43.71878,51.87159,35.22041
2020-02-19,17.37258,41.529,46.81172,31.55452
2020-02-20,41.35139,36.99577,44.64378,31.69373
2020-02-21,63.60004,34.30656,40.28402,29.83758
2020-02-22,70.95608,40.95274,44.22212,36.24129
2020-02-23,71.03224,45.02497,48.62166,45.52204
2020-02-24,91.59004,36.8421,51.2033,40.18561
2020-02-25,100,43.9877,58.73741,45.0116
2020-02-26,85.89328,40.87591,53.09678,40.27842
2020-02-27,81.99333,39.18555,51.23911,52.38979
2020-02-28,77.20061,36.15059,49.57635,51.04408
2020-02-29,68.26237,46.67691,56.7445,59.62877
2020-03-01,58.5719,48.55935,64.5491,74.19953
2020-03-02,73.17345,39.49289,62.7869,68.21345
2020-03-03,60.07905,52.13215,78.63479,69.41995
2020-03-04,53.87875,39.37764,66.48235,74.66357
2020-03-05,47.68293,40.14598,62.36922,79.62877
2020-03-06,40.81752,38.87821,59.93874,71.46171
2020-03-07,32.72681,50.9028,63.15287,74.61716
2020-03-08,31.53019,53.47675,63.12502,94.10672
2020-03-09,41.06235,43.94928,67.36147,80.60324
2020-03-10,42.83035,43.18094,68.31218,76.65893
2020-03-11,38.20409,40.45332,67.72345,77.86542
2020-03-12,35.79797,41.83634,63.7575,71.09048
2020-03-13,33.27097,38.37879,56.6172,61.71693
2020-03-14,25.59055,42.91202,58.96018,65.42923
2020-03-15,23.04466,47.21475,72.64807,81.76334
2020-03-16,30.29967,43.18094,65.78622,72.99303
2020-03-17,27.73488,38.95505,60.80194,66.77494
2020-03-18,27.06038,35.19016,58.51863,64.17633
2020-03-19,24.45144,34.53707,56.87179,67.42459
2020-03-20,22.95241,31.38686,49.77127,56.42691
2020-03-21,19.57353,32.61621,47.96133,57.40139
2020-03-22,19.37547,37.68728,52.14606,67.84222
2020-03-23,22.35147,36.07376,59.24658,64.36194
2020-03-24,21.7009,35.26699,55.79776,60.69605
2020-03-25,20.10912,35.11333,52.72683,60.83526
2020-03-26,20.00302,33.46139,58.74537,64.87238
2020-03-27,20.26164,31.0411,50.89701,55.49883
2020-03-28,18.50286,32.92354,49.75138,54.19953
2020-03-29,17.02967,46.67691,58.31576,70.48723
2020-03-30,19.02162,34.80599,58.98802,64.64037
2020-03-31,17.97858,34.57548,56.00859,57.12296
2020-04-01,16.50537,36.88052,57.64748,57.95823
2020-04-02,16.99596,38.1867,61.08834,62.87703
2020-04-03,16.65032,33.46139,53.0212,60.0
2020-04-04,12.97243,35.30541,52.97346,64.12993
2020-04-05,12.45775,40.60699,55.50737,73.31786
2020-04-06,16.13853,35.11333,60.8616,68.72389
2020-04-07,17.31335,34.57548,57.91797,62.5986
2020-04-08,16.36942,33.53822,54.38561,64.12993
2020-04-09,15.34689,32.65462,51.66872,58.56148
2020-04-10,17.43833,39.83864,55.81367,56.3341
2020-04-11,15.09204,44.94813,57.48836,55.54524
2020-04-12,13.26402,51.44064,64.56899,73.68909
2020-04-13,15.54213,39.60814,64.1712,62.27378
2020-04-14,14.29465,33.53822,56.33477,56.19489
2020-04-15,13.03774,37.0726,55.18914,58.7935
2020-04-16,16.14269,32.65462,55.78185,51.97215
2020-04-17,13.5543,38.64771,56.44218,57.12296
2020-04-18,10.35571,45.79331,61.46226,52.15777
2020-04-19,11.77132,45.52439,67.98201,74.43155
2020-04-20,14.62888,42.02842,65.72656,61.53132
2020-04-21,12.11213,38.37879,61.67309,58.37587
2020-04-22,11.94767,35.65117,58.97609,56.14849
2020-04-23,11.04524,36.57318,54.48108,53.31786
2020-04-24,10.91964,32.88513,52.54385,48.58468
2020-04-25,9.58157,39.18555,50.26452,47.47099
2020-04-26,8.98309,44.48713,56.44218,61.99535
2020-04-27,10.22523,37.14944,59.04769,54.19953
2020-04-28,9.29053,33.61505,51.94717,47.74941
2020-04-29,8.90397,29.81175,45.08532,41.06728
2020-04-30,7.86797,30.96427,43.74875,40.23201
2020-05-01,8.50132,30.42643,46.71227,40.37122
2020-05-02,7.96921,30.61851,45.54676,38.70069
2020-05-03,8.19475,37.76411,51.71645,42.5058
2020-05-04,8.8566,29.65808,52.2296,39.02552
2020-05-05,6.95999,34.57548,52.00286,47.88863
2020-05-06,8.79588,34.07606,55.70627,35.45243
2020-05-07,9.54771,32.53937,50.13325,38.65429
2020-05-08,17.29333,24.35651,44.55626,32.66821
2020-05-09,19.48613,32.69304,45.77747,37.26218
2020-05-10,19.83103,33.73031,46.51736,41.71693
2020-05-11,23.21304,31.77103,51.87557,38.51508
2020-05-12,18.01789,32.46254,54.43335,43.8515
2020-05-13,17.49295,30.65693,51.64087,38.05104
2020-05-14,15.02557,28.92815,46.58498,39.21113
2020-05-15,11.52668,29.81175,46.0241,37.95823
2020-05-16,8.25555,30.88743,47.2294,35.17401
2020-05-17,7.3702,33.46139,50.31624,46.72853
2020-05-18,9.07283,37.0726,56.37057,41.67053
2020-05-19,8.56261,33.2693,53.5781,40.97447
2020-05-20,10.67422,29.88859,49.50873,37.587
2020-05-21,9.64842,29.88859,45.23648,36.70533
2020-05-22,8.76113,27.42988,43.00887,35.0348
2020-05-23,6.9601,25.54744,40.24821,32.48259
2020-05-24,6.50091,32.30887,45.65018,45.42923
2020-05-25,8.10028,31.84786,48.95978,39.35034
2020-05-26,7.86186,31.19477,47.18962,38.97911
2020-05-27,11.37675,27.92931,46.19117,34.66357
2020-05-28,17.47161,28.19823,42.02235,34.57076
2020-05-29,13.77112,26.50787,38.74458,28.7703
2020-05-30,8.76378,23.0119,35.96006,29.46635
2020-05-31,8.14468,27.73722,42.1218,39.48955
2020-06-01,9.33992,31.57894,51.0243,36.14849
2020-06-02,8.3146,31.77103,48.61768,37.16937
2020-06-03,8.39629,30.61851,52.01479,35.35962
2020-06-04,7.68979,27.39147,69.50157,32.85382
2020-06-05,7.31411,25.2401,56.5098,29.93039
2020-06-06,6.76767,23.31924,47.81813,29.69837
2020-06-07,7.19161,25.97003,47.69083,39.53596
2020-06-08,8.82113,27.42988,60.03818,33.27146
2020-06-09,8.56045,27.62197,54.75555,32.25058
2020-06-10,7.48552,28.69765,55.0539,30.99767
2020-06-11,7.4213,28.08298,53.94407,33.59628
2020-06-12,8.22537,24.66384,45.87692,30.76566
2020-06-13,5.86766,26.62312,43.23958,31.13689
2020-06-14,5.63604,27.73722,44.73129,35.45243
2020-06-15,7.65806,28.12139,50.539,34.15313
2020-06-16,6.82953,27.58355,48.41879,32.5754
2020-06-17,6.87578,28.65923,46.39802,32.76102
2020-06-18,6.60712,27.12255,46.64465,31.74013
2020-06-19,6.33553,23.39608,37.9848,27.65661
2020-06-20,6.1597,22.08989,34.45244,27.5174
2020-06-21,6.05281,29.73492,40.74545,34.66357
2020-06-22,7.5998,25.85478,43.76466,29.97679
2020-06-23,7.43522,25.35535,42.4997,32.01856
2020-06-24,6.23368,26.23895,44.00334,31.97215
2020-06-25,6.01975,28.54398,42.88555,32.99303
2020-06-26,5.89177,25.35535,41.8513,29.14153
2020-06-27,5.40175,22.66615,34.8741,26.12529
2020-06-28,5.97626,28.27506,40.09706,34.19953
2020-06-29,7.13061,28.12139,45.87692,34.29234
2020-06-30,5.73981,28.50557,45.18477,28.39907
2020-07-01,6.36533,28.19823,46.91912,28.12064
2020-07-02,6.80996,27.73722,44.17041,28.8167
2020-07-03,7.02,25.12485,39.37308,25.29002
2020-07-04,6.06635,25.62427,35.45089,27.65661
2020-07-05,6.11406,28.12139,40.87274,31.2761
2020-07-06,7.01142,25.77794,45.92068,32.34338
2020-07-07,5.99953,32.23203,44.60797,30.44083
2020-07-08,6.03942,27.16096,43.98345,31.3689
2020-07-09,5.6326,25.66269,43.01284,31.3689
2020-07-10,4.50321,23.58816,37.94502,27.70301
2020-07-11,3.9061,21.4368,35.47476,27.98143
2020-07-12,4.14553,29.85017,65.14976,37.5406
2020-07-13,4.82457,31.84786,53.87644,35.96287
2020-07-14,4.73687,28.96657,52.65125,32.80742
2020-07-15,4.30253,28.39031,46.07979,31.97215
2020-07-16,4.43772,25.70111,38.97529,28.07424
2020-07-17,4.51057,22.5509,35.55829,26.63573
2020-07-18,3.63918,22.28198,34.61553,27.00696
2020-07-19,3.48112,30.38801,37.78591,33.45707
2020-07-20,4.72203,27.89089,40.92843,34.15313
2020-07-21,4.46106,25.50902,38.43032,30.85846
2020-07-22,4.60161,30.8106,40.26413,32.99303
2020-07-23,4.35636,28.88974,39.25374,31.64733
2020-07-24,4.37743,26.04686,33.66482,28.25986
2020-07-25,4.95471,22.93507,33.45001,35.22041
2020-07-26,4.02167,27.42988,35.78503,39.16473
2020-07-27,3.86976,28.08298,39.78678,34.66357
2020-07-28,3.67099,28.3519,38.79629,31.3689
2020-07-29,3.59036,25.62427,37.64668,31.09048
2020-07-30,3.79068,25.04802,33.21532,27.5638
2020-07-31,3.49985,20.47637,30.09268,25.70765
2020-08-01,2.92463,24.47176,31.21046,24.64037
2020-08-02,3.15429,28.46715,35.0531,30.48723
2020-08-03,3.7214,28.23665,37.82568,32.25058
2020-08-04,3.83515,31.07952,39.41684,31.46171
2020-08-05,3.74268,27.00729,40.73749,30.20881
2020-08-06,3.39871,26.1237,35.12868,28.21345
2020-08-07,3.0578,23.8955,31.73157,27.5638
2020-08-08,2.74702,26.46945,30.89223,29.60556
2020-08-09,3.04763,28.3519,34.05465,36.84454
2020-08-10,3.52037,26.73837,36.74768,33.08584
2020-08-11,3.56878,27.08413,47.6789,30.90487
2020-08-12,3.82908,24.39492,35.59409,27.00696
2020-08-13,4.33991,23.78025,32.3561,26.63573
2020-08-14,12.78894,21.97464,29.21357,26.21809
2020-08-15,15.51462,21.28313,28.86351,25.70765
2020-08-16,24.62812,25.39377,32.13731,31.13689
2020-08-17,25.7265,28.12139,37.08182,34.10672
2020-08-18,33.344,26.81521,39.32932,34.38515
2020-08-19,33.21282,32.65462,38.74458,35.22041
2020-08-20,31.55145,30.19592,38.38657,36.47331
2020-08-21,29.67569,27.42988,36.48514,36.24129
2020-08-22,23.10676,26.66154,35.40315,43.29466
2020-08-23,25.13149,33.57664,39.73905,52.85382
2020-08-24,34.18865,34.95966,46.03206,47.42459
2020-08-25,29.706,34.84441,46.66852,42.96983
2020-08-26,29.23206,33.53822,47.19758,47.93503
2020-08-27,35.01023,38.49404,53.18031,52.85382
2020-08-28,31.58055,32.73146,46.0241,53.08584
2020-08-29,19.67705,32.92354,45.6462,57.35498
2020-08-30,17.83653,44.2182,53.42296,72.90023
2020-08-31,23.56984,41.72109,56.54958,65.0116
2020-09-01,20.56409,44.41029,59.80747,56.84454
2020-09-02,19.40273,46.56165,60.87354,65.15081
2020-09-03,18.15997,40.6454,54.5129,55.68445
2020-09-04,20.85131,36.53476,53.31556,52.66821
2020-09-05,11.06081,37.80253,48.86033,53.7819
2020-09-06,10.559,43.25777,51.69258,65.29002
2020-09-07,14.24101,44.64079,57.75488,63.89791
2020-09-08,14.11007,40.60699,54.52881,57.67981
2020-09-09,13.85251,40.10756,55.5034,52.6218
2020-09-10,13.20558,36.15059,49.91049,50.62645
2020-09-11,12.91384,33.61505,45.55073,45.24361
2020-09-12,11.23112,34.1529,45.27228,50.62645
2020-09-13,15.74903,37.76411,47.20553,51.55452
2020-09-14,11.91549,35.65117,50.43557,46.77494
2020-09-15,10.59455,35.9585,50.1969,44.03712
2020-09-16,10.3442,39.49289,58.37145,44.31554
2020-09-17,11.11366,33.34613,47.81813,40.55684
2020-09-18,9.52865,30.15751,42.86168,38.14385
2020-09-19,7.71427,28.73607,40.36755,32.90023
2020-09-20,8.05224,32.46254,43.41859,42.83062
2020-09-21,10.37347,31.15635,48.37503,39.44315
2020-09-22,10.67669,31.46369,50.3759,38.32946
2020-09-23,9.94881,33.07721,47.96133,33.64269
2020-09-24,9.19194,28.92815,41.98655,31.46171
2020-09-25,7.99829,26.50787,37.02215,29.69837
2020-09-26,6.74215,31.88628,37.05397,30.16241
2020-09-27,6.51277,33.46139,40.53462,37.44779
2020-09-28,8.06144,26.1237,36.80735,31.83294
2020-09-29,8.08386,26.08528,29.29313,26.40371
2020-09-30,8.24367,24.62543,29.1181,25.75406
2020-10-01,8.13809,28.00614,30.47853,24.45475
2020-10-02,8.34265,29.04341,34.38879,31.87935
2020-10-03,7.25812,33.11563,37.12955,38.70069
2020-10-04,7.36026,36.80368,42.26102,42.5522
2020-10-05,9.94188,33.65347,54.93456,36.24129
2020-10-06,8.48925,35.99692,51.01237,36.2877
2020-10-07,8.8333,33.11563,48.44663,32.80742
2020-10-08,8.14877,26.5847,42.04224,29.97679
2020-10-09,6.13383,32.69304,40.32379,32.71461
2020-10-10,5.93547,32.11678,40.8091,32.90023
2020-10-11,10.67241,37.22627,42.34456,38.74709
2020-10-12,10.43516,34.46023,48.57392,34.80278
2020-10-13,8.77326,34.11448,45.20068,33.03944
2020-10-14,9.95134,36.11217,43.22367,34.94199
2020-10-15,8.87627,32.84671,39.77087,33.8283
2020-10-16,8.46211,29.08182,36.73574,26.63573
2020-10-17,5.49123,27.92931,32.56692,24.64037
2020-10-18,5.40719,34.42182,36.98635,32.01856
2020-10-19,6.52836,30.31117,40.28402,29.37354
2020-10-20,5.84255,33.00038,47.70675,33.17865
2020-10-21,6.34515,32.69304,37.93706,29.93039
2020-10-22,7.41251,34.53707,38.79231,31.74013
2020-10-23,8.97041,24.54859,32.5351,26.58932
2020-10-24,6.06029,25.58586,30.06086,24.68677
2020-10-25,4.92212,30.58009,34.68316,30.67285
2020-10-26,7.00023,31.88628,37.90922,33.08584
2020-10-27,6.49592,28.85132,37.1216,28.16705
2020-10-28,6.43143,29.73492,37.54325,29.69837
2020-10-29,6.99847,28.77449,49.93436,27.5174
2020-10-30,5.94742,26.20053,39.80269,24.64037
